Species,Spp Code,Threat,Stress,Sensitivity,Literature Quote,Citation
Ovenbird (Seiurus aurocapilla),ovenbi1,8.1.1 Domestic cats,2.1 Species mortality,Negative impact (Literature),Supplementary Table S3 | Average proportion of total bird mortality caused by cat predation for individual species.,"""Loss SR, Will T, Marra PP. 2013. The impact of free-ranging domestic cats on wildlife of the United States. Nature Communications 4:1396. Available from https://www.nature.com/articles/ncomms2380 (accessed May 15, 2024)."""
Ovenbird (Seiurus aurocapilla),ovenbi1,8.1.1 Domestic cats,2.1 Species mortality,Negative impact (Literature),"Major sources of direct anthropogenic mortality include (clockwise from upper left): collisions withautomobiles (Northern Cardinal,Cardinalis cardinalis, Washington, DC), collisions with building windows(Clay-colored Sparrow,Spizella pallida, Oklahoma), predation by domestic cats (Ovenbird,Seiurusaurocapilla, North America), collisions with communication towers (Hawfinch,Coccothraustes coccothraustes,Slovenia), collisions with wind turbines (White-tailed Eagle,Haliaeetus albicilla, Norway), and electrocutionat power lines (Crow,Corvusspp., UK).","""Loss SR, Will T, Marra PP. 2015. Direct mortality of birds from anthropogenic causes. Annual Review of Ecology, Evolution, and Systematics 46:99–120. Available from https://www.annualreviews.org/content/journals/10.1146/annurev-ecolsys-112414-054133 (accessed May 15, 2024)."""
Ovenbird (Seiurus aurocapilla),ovenbi1,9.6.1 Light pollution,2.1 Species mortality,Negative impact (Literature),"At a fine scale, negative consequences have been demonstrated for birds during nocturnal migratory flight. Point sources of ALAN disorient and attract birds actively engaged in migration27,31–34 to the extent that birds can be “trapped” by bright sources of ALAN when migrating over urban areas. High-intensity urban light installations can dramatically alter multiple behaviors of nocturnally migrating birds even to distances of several kilometers from the source35. Migrants will slow down their flight speed, start circling the light source, and call more frequently near the lights. It is well known that bird mortality due to collisions with buildings is related to light emissions from the buildings","""Cabrera-Cruz SA, Smolinsky JA, Buler JJ. 2018. Light pollution is greatest within migration passage areas for nocturnally-migrating birds around the world. Scientific Reports (Nature Publisher Group) 8:1–8. Available from https://www.proquest.com/docview/2004127038/abstract/3A5554D8374140E2PQ/1 (accessed May 16, 2024)."""
Palm Warbler (Setophaga palmarum),palwar,1.1.1 High-density urban development,2.1 Species mortality,Negative impact (Extrapolated),"Considering the family level ofbirds in the CCA, we noted that members of the Parulidae were more strongly associated with higher GreenLevels (high tree canopy and exposed habitats; Fig.5).","""Cusa M, Jackson DA, Mesure M. 2015. Window collisions by migratory bird species: Urban geographical patterns and habitat associations. Urban Ecosystems 18:1427–1446. Available from https://doi.org/10.1007/s11252-015-0459-3 (accessed May 15, 2024)."""
Palm Warbler (Setophaga palmarum),palwar,1.1.1 High-density urban development,2.1 Species mortality,Negative impact (Literature),Table 1 Bird species included in the canonical correspondence analysis,"""Cusa M, Jackson DA, Mesure M. 2015. Window collisions by migratory bird species: Urban geographical patterns and habitat associations. Urban Ecosystems 18:1427–1446. Available from https://doi.org/10.1007/s11252-015-0459-3 (accessed May 15, 2024)."""
Palm Warbler (Setophaga palmarum),palwar,1.1.2 Low-density suburban development,1.2 Ecosystem degradation,Negative impact (Extrapolated),"Flycatchers, tanagers, vireos, warblers, thrushes, and bluebirds respond negatively to urbanization in ponderosa pine forests.","""Chace JF, Walsh JJ. 2006. Urban effects on native avifauna: a review. Landscape and Urban Planning 74:46–69. Available from https://www.sciencedirect.com/science/article/pii/S016920460400146X (accessed May 15, 2024)."""
Palm Warbler (Setophaga palmarum),palwar,1.1.2 Low-density suburban development,1.2 Ecosystem degradation,Negative impact (Extrapolated),"Table 1, list of sensitive species","""Glennon MJ, Kretser HE. 2013. Size of the ecological effect zone associated with exurban development in the Adirondack Park, NY. Landscape and Urban Planning 112:10–17."""
Palm Warbler (Setophaga palmarum),palwar,2.1.3 Agriculture development,1.1 Ecosystem conversion,Negative impact (Extrapolated),"Today, the expansion of agriculture continues to be the major driver of biodiversity loss. Agriculture affects every type of habitat and impacts 76% of the landbird species of highest conservation concern; 65% are threatened by unsustainable livestock grazing. Preventing the conversion of large areas of habitat, whether grassland, forest, or aridlands, in the core distribution of species of concern will be necessary to stem the rapid decline of many landbirds","""Berlanga H, Kennedy J, Rich T. 2010. Saving our shared birds: Partners in Flight Tri-national vision for landbird conservation. United States Fish and Wildlife: Staff Publications. Available from https://digitalcommons.unl.edu/usfwspubs/376."""
Palm Warbler (Setophaga palmarum),palwar,2.1.3 Agriculture development,1.1 Ecosystem conversion,No negative impact (Extrapolated),"The most abundant families were: Trochilidae, Tyrannidae with 12 species respecting, Parulidae 11, and Icteridae with nine species.","""Anonymous. 2018. Avifauna study for the Acajutla-Ahuachapán row of “LNG to Power” project transmission line, Energía del Pacífico, El Salvador. Page 33. Available from https://www3.dfc.gov/Environment/EIA/energia/Transmission_ESIA/Avifauna_Study.pdf."""
Palm Warbler (Setophaga palmarum),palwar,3.1.2 Onshore oil and gas production,1.2 Ecosystem degradation,Negative impact (Literature),"Table 2 or Table 3 negative impact from pipeline, well, road, or facility","""Leston L et al. 2022, April 18. Comparing alternative methods of modelling cumulative effects of oil and gas footprint on boreal bird abundance. Available from https://www.researchsquare.com/article/rs-1550900/v1 (accessed July 18, 2024)."""
Palm Warbler (Setophaga palmarum),palwar,3.3.1 Onshore wind turbine installations,2.1 Species mortality,Negative impact (Literature),Appendix S1,"""Choi DY, Wittig TW, Kluever BM. 2020. An evaluation of bird and bat mortality at wind turbines in the Northeastern United States. PLOS ONE 15:e0238034. Available from https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0238034 (accessed May 15, 2024)."""
Palm Warbler (Setophaga palmarum),palwar,4.1.1 Roadways,1.2 Ecosystem degradation,Negative impact (Literature),Table 2 or Table 3 negative impact from road,"""Leston L et al. 2022, April 18. Comparing alternative methods of modelling cumulative effects of oil and gas footprint on boreal bird abundance. Available from https://www.researchsquare.com/article/rs-1550900/v1 (accessed July 18, 2024)."""
Palm Warbler (Setophaga palmarum),palwar,4.1.1 Roadways,2.1 Species mortality,Negative impact (Literature),Recorded in mortality records listed in Table 1. ,"""Bishop C, Brogan J. 2013. Estimates of avian mortality attributed to vehicle collisions in Canada. Avian Conservation and Ecology 8. Available from https://www.ace-eco.org/vol8/iss2/art2/ (accessed May 15, 2024)."""
Palm Warbler (Setophaga palmarum),palwar,4.1.1 Roadways,2.1 Species mortality,Possible negative impact (Literature),Table S2. Average proportion of bird-vehicle collision mortality represented by individual species based on seven studies meeting inclusion criteria ,"""Loss SR, Will T, Marra PP. 2014. Estimation of bird-vehicle collision mortality on U.S. roads. The Journal of Wildlife Management 78:763–771. Wiley."""
Palm Warbler (Setophaga palmarum),palwar,4.2.1 Power transmission and distribution lines,2.1 Species mortality,Possible negative impact (Extrapolated),"Table 1 (very low overal numbers, so 0.5)",Bevanger K. 1998. Biological and conservation aspects of bird mortality caused by electricity power lines: a review. Biological Conservation 86:67–76.
Palm Warbler (Setophaga palmarum),palwar,4.2.2 Communication towers,2.1 Species mortality,Negative impact (Literature),"Table 5. The ten species of birds killed most at communication towers in each region, as calculated by weighted averages of proportions killed at each location","""Longcore T et al. 2013. Avian mortality at communication towers in the United States and Canada: which species, how many, and where? Biological Conservation 158:410–419. Available from https://www.sciencedirect.com/science/article/pii/S0006320712004144 (accessed May 16, 2024)."""
Palm Warbler (Setophaga palmarum),palwar,4.2.2 Communication towers,2.1 Species mortality,Negative impact (Literature),"During migration, one of most frequently killed species in collisions with TV towers and other tall, lighted structures. At a TV tower in nw. Florida over a 25-yr period, 1,827 Palm Warbler kills were documented in the fall, 478 in spring (Stoddard and Norris 1967, Crawford Crawford 1974b, Crawford 1981). These 2,305 deaths represent 5.4% of all birds killed by the tower. ","""Wilson Jr. WH. 2020. Palm Warbler (Setophaga palmarum), version 1.0. Birds of the WorldDOI: 10.2173/bow.palwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/palwar/cur/introduction (accessed May 15, 2024)."""
Palm Warbler (Setophaga palmarum),palwar,5.3.1 Logging and wood harvesting,1.2 Ecosystem degradation,Negative impact (Literature),"Overall, our results indicate that forest degradation has led to habitat declines for the majority of forest bird species with negative consequences for bird populations, particularly species associated with older forest. Forest changes include conversion from mixed-species forests to single-species conifer-dominated plantations or thinnings (Fig. 1c,d,e) and clear-cutting old forests without equivalent regrowth into old age classes (Fig. 1c,d and Extended Data Fig. 1). Notably, over the same time period, forest cover changed very little (Fig. 3a), and harvest practices in this region are considered sustainable from a wood-production standpoint30.

The habitat changes we observed were strongly associated with population size for most forest bird species in our study and appear to be driving population declines (Fig. 5 and Extended Data Fig. 8) in several species, including those associated with old forest (for example, bay-breasted warbler [Setophaga castanea], Blackburnian warbler, boreal chickadee, winter wren [Troglodytes hiemalis]).","""Betts MG, Yang Z, Hadley AS, Smith AC, Rousseau JS, Northrup JM, Nocera JJ, Gorelick N, Gerber BD. 2022. Forest degradation drives widespread avian habitat and population declines. Nature Ecology &amp; Evolution 6:709–719. Available from https://www.nature.com/articles/s41559-022-01737-8 (accessed May 15, 2024)."""
Palm Warbler (Setophaga palmarum),palwar,9.6.1 Light pollution,2.1 Species mortality,Negative impact (Extrapolated),"At a fine scale, negative consequences have been demonstrated for birds during nocturnal migratory flight. Point sources of ALAN disorient and attract birds actively engaged in migration27,31–34 to the extent that birds can be “trapped” by bright sources of ALAN when migrating over urban areas. High-intensity urban light installations can dramatically alter multiple behaviors of nocturnally migrating birds even to distances of several kilometers from the source35. Migrants will slow down their flight speed, start circling the light source, and call more frequently near the lights. It is well known that bird mortality due to collisions with buildings is related to light emissions from the buildings","""Cabrera-Cruz SA, Smolinsky JA, Buler JJ. 2018. Light pollution is greatest within migration passage areas for nocturnally-migrating birds around the world. Scientific Reports (Nature Publisher Group) 8:1–8. Available from https://www.proquest.com/docview/2004127038/abstract/3A5554D8374140E2PQ/1 (accessed May 16, 2024)."""
Pine Warbler (Setophaga pinus),pinwar,1.1.1 High-density urban development,2.1 Species mortality,Negative impact (Extrapolated),"Considering the family level ofbirds in the CCA, we noted that members of the Parulidae were more strongly associated with higher GreenLevels (high tree canopy and exposed habitats; Fig.5).","""Cusa M, Jackson DA, Mesure M. 2015. Window collisions by migratory bird species: Urban geographical patterns and habitat associations. Urban Ecosystems 18:1427–1446. Available from https://doi.org/10.1007/s11252-015-0459-3 (accessed May 15, 2024)."""
Pine Warbler (Setophaga pinus),pinwar,1.1.1 High-density urban development,2.1 Species mortality,Negative impact (Literature),Table 1 Bird species included in the canonical correspondence analysis,"""Cusa M, Jackson DA, Mesure M. 2015. Window collisions by migratory bird species: Urban geographical patterns and habitat associations. Urban Ecosystems 18:1427–1446. Available from https://doi.org/10.1007/s11252-015-0459-3 (accessed May 15, 2024)."""
Pine Warbler (Setophaga pinus),pinwar,1.1.1 High-density urban development,2.1 Species mortality,Negative impact (Literature),Figure 3 Canonical correspondence ordination plot showing the association between species distribution across urban sites and their likelihood to collide,"""Cusa M, Jackson DA, Mesure M. 2015. Window collisions by migratory bird species: Urban geographical patterns and habitat associations. Urban Ecosystems 18:1427–1446. Available from https://doi.org/10.1007/s11252-015-0459-3 (accessed May 15, 2024)."""
Pine Warbler (Setophaga pinus),pinwar,1.1.2 Low-density suburban development,1.1 Ecosystem conversion,Negative impact (Literature),"Suburbanization in formerly extensive pitch pine barrens of coastal Massachusetts (Veit and Petersen 1993), Connecticut (Zeranski and Baptist 1990), and Long Island, NY (Bull 1974), is believed to have caused population declines in those areas.","""Rodewald PG, Withgott JH, Smith KG. 2020. Pine Warbler (Setophaga pinus), version 1.0. Birds of the WorldDOI: 10.2173/bow.pinwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/pinwar/cur/introduction (accessed May 15, 2024)."""
Pine Warbler (Setophaga pinus),pinwar,1.1.2 Low-density suburban development,1.2 Ecosystem degradation,Negative impact (Extrapolated),"Flycatchers, tanagers, vireos, warblers, thrushes, and bluebirds respond negatively to urbanization in ponderosa pine forests.","""Chace JF, Walsh JJ. 2006. Urban effects on native avifauna: a review. Landscape and Urban Planning 74:46–69. Available from https://www.sciencedirect.com/science/article/pii/S016920460400146X (accessed May 15, 2024)."""
Pine Warbler (Setophaga pinus),pinwar,1.1.2 Low-density suburban development,1.2 Ecosystem degradation,Negative impact (Extrapolated),"Table 1, list of sensitive species","""Glennon MJ, Kretser HE. 2013. Size of the ecological effect zone associated with exurban development in the Adirondack Park, NY. Landscape and Urban Planning 112:10–17."""
Pine Warbler (Setophaga pinus),pinwar,1.1.2 Low-density suburban development,1.2 Ecosystem degradation,Negative impact (Literature),"Our reviews yielded data from 48 peer-reviewed studies that allowed us to compile a list of 219 species of forest birds, all of which utilized small forest fragments and trees within residential areas in some way either during the breeding or migration season or both.

For interior-forest specialists, fragmented landscapes caused by urbanization and agriculture generally do not provide high quality breeding habitat due to increased nest predation and to parasitism by cowbirds (Ibáñez-Álamo et al., 2015), competition with invasive species (Shochat et al., 2010), and anthropogenic pollution (e.g. noise, light, chemical, etc.) (Laurance, 2008). Even when these remaining fragments represent good quality habitat, the break in connectivity poses problems for some birds because traversing roads, bridges, open fields, and other humanmade structures involves high risk of predation and collision (Loss,
Ruiz, & Brawn, 2009).","""Archer J-MJ, Hostetler ME, Acomb G, Blair R. 2019. A systematic review of forest bird occurrence in North American forest fragments and the built environment. Landscape and Urban Planning 185:1–23."""
Pine Warbler (Setophaga pinus),pinwar,1.1.2 Low-density suburban development,1.2 Ecosystem degradation,Negative impact (Literature),Encroachment of new houses on Grand Bahama I. also may have caused local declines in abundance (White 1998).,"""Rodewald PG, Withgott JH, Smith KG. 2020. Pine Warbler (Setophaga pinus), version 1.0. Birds of the WorldDOI: 10.2173/bow.pinwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/pinwar/cur/introduction (accessed May 15, 2024)."""
Pine Warbler (Setophaga pinus),pinwar,1.1.2 Low-density suburban development,2.4 Reduced reproductive success,Negative impact (Literature),"The spread of suburban areas in pine forests has also caused local population declines or extirpation, likely through habitat loss and associated increases in nest predation and brood parasitism.","""Rodewald PG, Withgott JH, Smith KG. 2020. Pine Warbler (Setophaga pinus), version 1.0. Birds of the WorldDOI: 10.2173/bow.pinwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/pinwar/cur/introduction (accessed May 15, 2024)."""
Pine Warbler (Setophaga pinus),pinwar,1.2.3 Airport development ,2.1 Species mortality,Negative impact (Literature),"At scattered localities throughout the e. U.S. in Oct 1954, 106 individuals were killed at TV towers, buildings, and ceiliometers during 3 successive nights of migration (Johnston and Haines 1957). ","""Rodewald PG, Withgott JH, Smith KG. 2020. Pine Warbler (Setophaga pinus), version 1.0. Birds of the WorldDOI: 10.2173/bow.pinwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/pinwar/cur/introduction (accessed May 15, 2024)."""
Pine Warbler (Setophaga pinus),pinwar,2.1.3 Agriculture development,1.1 Ecosystem conversion,Negative impact (Extrapolated),"Today, the expansion of agriculture continues to be the major driver of biodiversity loss. Agriculture affects every type of habitat and impacts 76% of the landbird species of highest conservation concern; 65% are threatened by unsustainable livestock grazing. Preventing the conversion of large areas of habitat, whether grassland, forest, or aridlands, in the core distribution of species of concern will be necessary to stem the rapid decline of many landbirds","""Berlanga H, Kennedy J, Rich T. 2010. Saving our shared birds: Partners in Flight Tri-national vision for landbird conservation. United States Fish and Wildlife: Staff Publications. Available from https://digitalcommons.unl.edu/usfwspubs/376."""
Pine Warbler (Setophaga pinus),pinwar,2.1.3 Agriculture development,1.1 Ecosystem conversion,No negative impact (Extrapolated),"The most abundant families were: Trochilidae, Tyrannidae with 12 species respecting, Parulidae 11, and Icteridae with nine species.","""Anonymous. 2018. Avifauna study for the Acajutla-Ahuachapán row of “LNG to Power” project transmission line, Energía del Pacífico, El Salvador. Page 33. Available from https://www3.dfc.gov/Environment/EIA/energia/Transmission_ESIA/Avifauna_Study.pdf."""
Pine Warbler (Setophaga pinus),pinwar,3.3.1 Onshore wind turbine installations,2.1 Species mortality,Negative impact (Literature),Appendix S1,"""Choi DY, Wittig TW, Kluever BM. 2020. An evaluation of bird and bat mortality at wind turbines in the Northeastern United States. PLOS ONE 15:e0238034. Available from https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0238034 (accessed May 15, 2024)."""
Pine Warbler (Setophaga pinus),pinwar,4.2.1 Power transmission and distribution lines,2.1 Species mortality,Possible negative impact (Extrapolated),"Table 1 (very low overal numbers, so 0.5)",Bevanger K. 1998. Biological and conservation aspects of bird mortality caused by electricity power lines: a review. Biological Conservation 86:67–76.
Pine Warbler (Setophaga pinus),pinwar,4.2.2 Communication towers,2.1 Species mortality,Negative impact (Literature),"During 3 autumn migrations (1969-1971) at a central Florida TV tower, 29 individuals were killed (Taylor and Anderson 1973). In a 25 yr study at a nw. Florida TV tower, 217 casualties were recorded, of which only 7% occurred in spring (Crawford 1981).","""Rodewald PG, Withgott JH, Smith KG. 2020. Pine Warbler (Setophaga pinus), version 1.0. Birds of the WorldDOI: 10.2173/bow.pinwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/pinwar/cur/introduction (accessed May 15, 2024)."""
Pine Warbler (Setophaga pinus),pinwar,5.3.1 Logging and wood harvesting,1.2 Ecosystem degradation,Negative impact (Extrapolated),"Generally considered a forest interior and area-sensitive species (Robbins 1980a, Whitcomb et al. 1981, Schroeder 1985d; see Habitat: breeding range, above), Pine Warblers are negatively affected by forest clear-cutting (Thompson III et al. 1992, Annand and Thompson III 1997), and densities may remain lower in young regenerating stands (see Demography and populations: population status, above). In addition, birds that occupy younger pine forests or plantations may have lower nesting success. In regenerating clearcuts in pine-oak forest of Virginia, Pine Warblers were found in increasing abundance in stands greater than 10 yr old and were most abundant in mature 80 yr old stands (Conner et al. 1979). Extensive cutting of shortleaf pine in the Missouri Ozarks at the turn of the century caused declines in abundance and distribution (Robbins and Easterla 1992). ","""Rodewald PG, Withgott JH, Smith KG. 2020. Pine Warbler (Setophaga pinus), version 1.0. Birds of the WorldDOI: 10.2173/bow.pinwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/pinwar/cur/introduction (accessed May 15, 2024)."""
Pine Warbler (Setophaga pinus),pinwar,5.3.1 Logging and wood harvesting,1.2 Ecosystem degradation,No negative impact (Literature),"In n. Minnesota red pine forest, experimental harvest techniques that left canopy intact (or with gaps plus clusters of trees) retained nearly as many Pine Warblers as uncut controls (Atwell et al. 2008). Likewise in Maine, group-selection timber harvests had little effect on the density of Pine Warblers breeding in forests there (Campbell et al. 2007).","""Rodewald PG, Withgott JH, Smith KG. 2020. Pine Warbler (Setophaga pinus), version 1.0. Birds of the WorldDOI: 10.2173/bow.pinwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/pinwar/cur/introduction (accessed May 15, 2024)."""
Pine Warbler (Setophaga pinus),pinwar,9.6.1 Light pollution,2.1 Species mortality,Negative impact (Literature),"At a fine scale, negative consequences have been demonstrated for birds during nocturnal migratory flight. Point sources of ALAN disorient and attract birds actively engaged in migration27,31–34 to the extent that birds can be “trapped” by bright sources of ALAN when migrating over urban areas. High-intensity urban light installations can dramatically alter multiple behaviors of nocturnally migrating birds even to distances of several kilometers from the source35. Migrants will slow down their flight speed, start circling the light source, and call more frequently near the lights. It is well known that bird mortality due to collisions with buildings is related to light emissions from the buildings","""Cabrera-Cruz SA, Smolinsky JA, Buler JJ. 2018. Light pollution is greatest within migration passage areas for nocturnally-migrating birds around the world. Scientific Reports (Nature Publisher Group) 8:1–8. Available from https://www.proquest.com/docview/2004127038/abstract/3A5554D8374140E2PQ/1 (accessed May 16, 2024)."""
Pine Warbler (Setophaga pinus),pinwar,9.6.1 Light pollution,2.1 Species mortality,Negative impact (Literature),"Like other nocturnal migrants, deaths occur at TV and radio towers, airport ceiliometers, lighthouses, and buildings, but less commonly killed than other species. ","""Rodewald PG, Withgott JH, Smith KG. 2020. Pine Warbler (Setophaga pinus), version 1.0. Birds of the WorldDOI: 10.2173/bow.pinwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/pinwar/cur/introduction (accessed May 15, 2024)."""
Prairie Warbler (Setophaga discolor),prawar,1.1 Housing & Urban Areas,1.1 Ecosystem conversion,Negative impact (Literature),"Since colonial times, deforestation has created extensive breeding habitat, much of which is now lost to urbanization and reforestation.","""Nolan Jr V, Ketterson ED, Buerkle CA. 2020. Prairie Warbler (Setophaga discolor), version 1.0. Birds of the WorldDOI: 10.2173/bow.prawar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/prawar/cur/introduction (accessed May 15, 2024)."""
Prairie Warbler (Setophaga discolor),prawar,1.1.1 High-density urban development,2.1 Species mortality,Negative impact (Extrapolated),"Considering the family level ofbirds in the CCA, we noted that members of the Parulidae were more strongly associated with higher GreenLevels (high tree canopy and exposed habitats; Fig.5).","""Cusa M, Jackson DA, Mesure M. 2015. Window collisions by migratory bird species: Urban geographical patterns and habitat associations. Urban Ecosystems 18:1427–1446. Available from https://doi.org/10.1007/s11252-015-0459-3 (accessed May 15, 2024)."""
Prairie Warbler (Setophaga discolor),prawar,1.1.2 Low-density suburban development,1.2 Ecosystem degradation,Negative impact (Extrapolated),"Table 1, list of sensitive species","""Glennon MJ, Kretser HE. 2013. Size of the ecological effect zone associated with exurban development in the Adirondack Park, NY. Landscape and Urban Planning 112:10–17."""
Prairie Warbler (Setophaga discolor),prawar,2.1.1 Agriculture pesticide/herbicide application,1.3 Indirect ecosystem effects,Negative impact (Extrapolated),"When territories were subject to high-intensity mowing, fire, or selective herbicide during the non-breeding season, only 14% of the males that returned to the study site stayed on their territories the following year. ","""Beason RC, Wauer RH. 2020. Colima Warbler (Leiothlypis crissalis), version 1.0. Birds of the WorldDOI: 10.2173/bow.colwar.01species_shared.bow.project_name. Cornell Lab of Ornithology, Ithaca, NY, USA. Available from https://birdsoftheworld.org/bow/species/colwar/cur/introduction (accessed August 7, 2024)."""
Prairie Warbler (Setophaga discolor),prawar,2.1.2 Agricultural mowing and harvesting,1.1 Ecosystem conversion,Negative impact (Extrapolated),"When territories were subject to high-intensity mowing, fire, or selective herbicide during the non-breeding season, only 14% of the males that returned to the study site stayed on their territories the following year. ","""Beason RC, Wauer RH. 2020. Colima Warbler (Leiothlypis crissalis), version 1.0. Birds of the WorldDOI: 10.2173/bow.colwar.01species_shared.bow.project_name. Cornell Lab of Ornithology, Ithaca, NY, USA. Available from https://birdsoftheworld.org/bow/species/colwar/cur/introduction (accessed August 7, 2024)."""
Prairie Warbler (Setophaga discolor),prawar,2.1.3 Agriculture development,1.1 Ecosystem conversion,No negative impact (Extrapolated),"The most abundant families were: Trochilidae, Tyrannidae with 12 species respecting, Parulidae 11, and Icteridae with nine species.","""Anonymous. 2018. Avifauna study for the Acajutla-Ahuachapán row of “LNG to Power” project transmission line, Energía del Pacífico, El Salvador. Page 33. Available from https://www3.dfc.gov/Environment/EIA/energia/Transmission_ESIA/Avifauna_Study.pdf."""
Prairie Warbler (Setophaga discolor),prawar,3.3.1 Onshore wind turbine installations,2.1 Species mortality,Negative impact (Literature),Appendix S1,"""Choi DY, Wittig TW, Kluever BM. 2020. An evaluation of bird and bat mortality at wind turbines in the Northeastern United States. PLOS ONE 15:e0238034. Available from https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0238034 (accessed May 15, 2024)."""
Prairie Warbler (Setophaga discolor),prawar,4.1.1 Roadways,2.1 Species mortality,Negative impact (Extrapolated),Mortality stress was extrapolated to all warblers that are described as foraging low (Stephenson and Whittle. 2013. The Warbler Guide) as all warblers reported found dead on roadways were those that forage low (Bishop and Brogan 2013).,"""Bishop C, Brogan J. 2013. Estimates of avian mortality attributed to vehicle collisions in Canada. Avian Conservation and Ecology 8. Available from https://www.ace-eco.org/vol8/iss2/art2/ (accessed May 15, 2024)."""
Prairie Warbler (Setophaga discolor),prawar,4.2.1 Power transmission and distribution lines,2.1 Species mortality,Possible negative impact (Extrapolated),"Table 1 (very low overal numbers, so 0.5)",Bevanger K. 1998. Biological and conservation aspects of bird mortality caused by electricity power lines: a review. Biological Conservation 86:67–76.
Prairie Warbler (Setophaga discolor),prawar,4.2.2 Communication towers,2.1 Species mortality,Negative impact (Literature),"Table 3. Per species avian annual mortality at communication towers in central and eastern North America, for species with >1% annual mortality from communication towers.","""Longcore T et al. 2013. Avian mortality at communication towers in the United States and Canada: which species, how many, and where? Biological Conservation 158:410–419. Available from https://www.sciencedirect.com/science/article/pii/S0006320712004144 (accessed May 16, 2024)."""
Prairie Warbler (Setophaga discolor),prawar,7.3.1 Inadequate forest management,1.2 Ecosystem degradation,Negative impact (Extrapolated),"Overall, we found that the short-term effects of shrubland management and habitat disturbance on birds are minimal and subsequently allow young birds to colonize and breed. Moreover, the long-term effects of management are beneficial by maintaining ephemeral shrubland habitat for immigrating and site-faithful birds.Minor sources of nest failure: wind, rain (usually combined with faulty construction), blowflies. ","""Beason RC, Wauer RH. 2020. Colima Warbler (Leiothlypis crissalis), version 1.0. Birds of the WorldDOI: 10.2173/bow.colwar.01species_shared.bow.project_name. Cornell Lab of Ornithology, Ithaca, NY, USA. Available from https://birdsoftheworld.org/bow/species/colwar/cur/introduction (accessed August 7, 2024)."""
Prairie Warbler (Setophaga discolor),prawar,7.3.1 Inadequate forest management,1.2 Ecosystem degradation,Negative impact (Extrapolated),"Prairie Warbler core-use areas contained more shrubs and lower tree count than peripheral portions of home ranges. To this end, management activities that promote a dense shrub layer across early successional communities should benefit Prairie Warblers.","""Can MJ, Fiss CJ, McNeil DJ, Larkin JL. 2019. Space use by Prairie Warblers in regenerating mixed-oak forests of central Pennsylvania. Northeastern Naturalist 26:835–848."""
Prairie Warbler (Setophaga discolor),prawar,8.1.1 Domestic cats,2.1 Species mortality,Negative impact (Literature),Included in Appendix 1 in Blancher 2012,"""Blancher P. 2013. Estimated number of birds killed by house cats (Felis catus) in Canada. Avian Conservation and Ecology 8. Available from https://www.ace-eco.org/vol8/iss2/art3/ (accessed May 15, 2024)."""
Prairie Warbler (Setophaga discolor),prawar,9.6.1 Light pollution,2.1 Species mortality,Negative impact (Extrapolated),"At a fine scale, negative consequences have been demonstrated for birds during nocturnal migratory flight. Point sources of ALAN disorient and attract birds actively engaged in migration27,31–34 to the extent that birds can be “trapped” by bright sources of ALAN when migrating over urban areas. High-intensity urban light installations can dramatically alter multiple behaviors of nocturnally migrating birds even to distances of several kilometers from the source35. Migrants will slow down their flight speed, start circling the light source, and call more frequently near the lights. It is well known that bird mortality due to collisions with buildings is related to light emissions from the buildings","""Cabrera-Cruz SA, Smolinsky JA, Buler JJ. 2018. Light pollution is greatest within migration passage areas for nocturnally-migrating birds around the world. Scientific Reports (Nature Publisher Group) 8:1–8. Available from https://www.proquest.com/docview/2004127038/abstract/3A5554D8374140E2PQ/1 (accessed May 16, 2024)."""
Prothonotary Warbler (Protonotaria citrea),prowar,1.1 Housing & Urban Areas,1.2 Ecosystem degradation,Negative impact (Literature),"These species significantly preferred urban forest fragments: American Redstart, Chestnut-sided Warbler, Prothonotary Warbler, Worm-eating Warbler, Black-and-white Warbler, Eastern Towhee, Veery, Hooded Warbler, Black-throated Blue Warbler, and Ovenbird.","""Buron R, Hostetler ME, Andreu M. 2022. Urban forest fragments vs residential neighborhoods: Urban habitat preference of migratory birds. Landscape and Urban Planning 227:104538. Available from https://www.sciencedirect.com/science/article/pii/S0169204622001876 (accessed May 15, 2024)."""
